Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Aguilarside,Spain,19.02158,441.95004,0.68613714,43.401314,64.60142,6.3069315
North Staceystad,China,15.146317,417.68005,1.6928796,75.55631,20.407404,46.468094
Torresfort,Uzbekistan,2.323526,429.46136,0.4487392,88.46642,12.028985,24.90732
Lake Shirley,Ecuador,11.152119,362.6691,1.2368153,70.55501,24.186518,35.390263
New Megan,Ecuador,14.005024,446.077,1.8520159,73.73303,83.446976,7.771186
Katieview,Norway,10.161987,383.11606,0.3254322,77.7484,1.4275817,19.920462
North Virginiafort,Burkina Faso,13.084665,453.2193,1.0698564,19.078407,59.22528,3.9836624
Aaronton,French Southern Territories,13.47558,467.52136,-1.9416944,75.33017,61.16395,22.48235
Alyssaside,Slovenia,12.071526,448.5887,0.010506959,65.76444,47.158672,44.823124
West Whitneyberg,Eritrea,4.435226,448.20944,-0.19482788,22.690704,8.277787,30.666023
Romeroshire,Georgia,18.67892,426.28162,2.2811117,62.62081,56.70678,40.46116
Port Lauren,Brunei Darussalam,13.014042,416.4454,-0.19653158,28.880768,17.58081,2.5703425
Englishborough,Panama,20.965145,403.60217,1.8905348,62.821842,26.3039,20.486238
Jeffreymouth,Honduras,12.265866,392.52557,-0.62055564,44.627537,30.918985,27.75479
Duffyburgh,Mauritius,24.519342,480.27905,0.75386274,55.549458,73.38532,44.773407
East James,Kiribati,13.915838,459.1114,0.26718715,1.0314236,37.022114,8.604453
East Sandyside,Cote d'Ivoire,11.916571,363.30386,-2.6628804,51.692974,33.286667,49.096268
Port Danielhaven,Georgia,16.6193,412.8103,0.39419696,69.3381,50.886036,14.724739
Silvaburgh,Western Sahara,16.39625,397.15097,-1.0544869,97.73692,80.083374,2.049938
East Christy,Taiwan,16.41365,466.67804,0.1242637,54.313465,38.21592,19.103546
Port Noah,Cayman Islands,7.0801435,437.08994,0.31652758,29.809418,12.119064,33.15648
New Deborahfurt,Monaco,15.305186,395.0039,-0.28686807,70.14745,80.26849,20.288591
South Mistyburgh,El Salvador,13.541871,450.42654,-0.52081865,90.228836,94.20465,34.488125
Port Jasonburgh,Lesotho,18.935925,342.20685,-1.9085135,71.70056,23.930834,45.71386
Bryantside,Morocco,14.337317,472.72513,-1.8946596,55.841473,89.564545,42.985508
Sarahside,Bosnia and Herzegovina,10.619271,378.5267,0.997114,83.93427,91.891,43.673702
Baileymouth,Solomon Islands,13.003334,409.86462,-0.44442114,52.750126,94.773506,18.101192
South Cameronberg,Fiji,16.4731,402.82858,-0.2831438,60.524677,37.566387,17.747751
Port Stephen,Estonia,14.211634,412.38113,0.66770583,59.094284,2.1943362,17.14158
Sanchezbury,Tanzania,7.6434374,402.63144,0.9962588,57.15603,60.52317,35.98224
Lake Bradleyhaven,Armenia,15.441578,349.48422,0.3426534,28.45309,31.426907,33.63773
Alejandroside,Panama,15.934974,425.97192,0.46252465,13.280433,14.860655,17.402584
Mollyhaven,Bangladesh,14.304068,392.0227,-1.914651,69.725685,50.253334,11.738869
Hoganview,China,10.089493,483.4912,-0.38673913,49.43625,76.02941,19.943624
Cartermouth,Pakistan,8.522554,418.088,-1.4073607,5.1159453,77.76322,23.293259
Port Michaelport,Azerbaijan,18.900818,333.83102,0.44948968,84.74062,47.06696,38.031082
Stephaniemouth,Namibia,19.631987,394.58408,0.3509023,1.8980035,81.42152,39.367004
New Robert,Zimbabwe,12.835767,480.32053,-0.5058031,14.72503,48.935524,20.055742
Lake Wayne,Equatorial Guinea,17.913937,474.98004,-0.043643933,81.388054,64.61055,1.9300919
Knightchester,Wallis and Futuna,16.526264,442.50385,1.5711138,12.678753,69.36388,34.665947
Michaeltown,Faroe Islands,26.032833,418.68747,0.5519677,93.119316,18.93109,35.955757
Garnerport,Reunion,14.519797,392.9709,-0.7569851,40.184875,17.244228,38.458244
New Ryanville,Barbados,13.348527,323.9403,-0.2806258,78.08058,86.20875,10.372154
Jenniferfurt,Cote d'Ivoire,5.3321633,347.5281,0.50224286,1.2839588,96.1683,19.16935
Maxwellview,Nepal,8.297901,467.91385,-0.025500713,73.04595,97.28473,12.402144
East Courtneyberg,Guadeloupe,21.447847,400.22983,1.3666332,64.04573,49.206913,9.590521
East Marissaside,Indonesia,18.38024,353.75598,0.39562386,67.960464,6.8471174,43.724964
Matthewport,Iran,16.552279,313.1593,1.3108178,97.00671,19.685146,49.061707
Port Timothychester,Romania,21.121954,390.71713,0.2889689,55.534153,84.78991,45.98786
Teresaview,Japan,11.028129,482.29855,0.49351695,64.61979,45.389843,15.551102
Phammouth,Mexico,14.169422,343.4411,-0.20067729,98.02249,76.05618,24.624613
Fosterchester,Antarctica (the territory South of 60 deg S),24.780653,338.37296,-0.049255267,81.51644,63.838936,12.10224
West Anntown,Costa Rica,11.269725,450.2198,-1.5278195,32.786568,22.637754,28.507051
Stevenfurt,Western Sahara,13.898706,427.52472,0.44324407,37.586533,56.64518,49.508205
South Jeffreyfort,Yemen,21.831419,261.73944,-2.1237242,16.030493,11.201734,15.971158
Evanstad,Germany,8.451524,447.21878,-0.59946436,80.616104,94.452835,15.735232
Lake Cindyton,Papua New Guinea,9.76389,458.7137,0.00292919,73.88444,34.304703,3.3107507
New Samantha,Zimbabwe,16.233522,387.65942,-0.75610656,48.10877,83.120804,25.681227
North Joseph,Romania,20.026024,446.86536,1.5937251,5.4964514,37.41356,22.018175
West Rachel,Chad,13.9756775,440.93015,1.555749,66.97607,23.976042,0.25909713
Martinhaven,Senegal,21.155735,292.79172,-2.1797435,59.971245,8.641985,20.950136
New Meghan,Puerto Rico,16.657455,400.68134,-0.94468826,79.21594,41.590874,45.504856
Port Jeffreyshire,Zimbabwe,15.294642,347.05914,1.6160318,52.489594,9.461339,31.862879
Joelburgh,Italy,12.269626,339.451,2.4123664,99.61274,83.500435,45.451286
West Barbaratown,Chile,22.35621,390.60886,1.070145,70.92243,22.45349,5.91385
Sarahshire,Sierra Leone,16.190468,397.07785,-1.5140548,99.472534,87.825096,19.677195
Harrisfurt,Djibouti,12.429219,381.3956,-1.0378062,68.78344,25.031713,24.760473
North Stephanie,Japan,9.084929,383.55463,1.1881282,73.93759,19.29358,0.86074644
Watersberg,Nicaragua,13.581778,461.1032,0.8742077,58.547375,44.448097,39.088867
Vasquezmouth,Grenada,15.283131,471.18228,-0.8225549,20.217213,85.07215,33.00203
West Joshuaborough,Jordan,13.838534,452.2649,0.7856672,39.62304,83.585014,5.1438003
North Wesleybury,Saint Barthelemy,16.650116,405.1916,-0.98764044,16.078455,59.9542,12.559253
New Austinchester,Uzbekistan,13.374772,322.85065,-0.3245819,32.550884,37.549473,31.228687
Castilloview,Estonia,25.999409,313.89508,0.31138223,16.77635,49.72157,47.369728
Port Tracyside,Taiwan,13.3312025,374.10696,1.4032757,64.83421,59.426125,26.169636
Katherineport,Puerto Rico,14.655007,310.13217,0.050752696,17.697805,96.09605,7.347013
Kathyfurt,Bulgaria,9.29354,327.94946,-1.3633311,48.223263,62.332314,26.083534
Anthonychester,Heard Island and McDonald Islands,16.619833,356.76395,1.401051,4.3159018,20.506744,0.07080698
New Dustin,Falkland Islands (Malvinas),17.45584,352.37686,1.8000034,70.255264,68.035255,27.938202
Port Kelly,Ecuador,7.339204,395.887,-0.6249337,90.08505,95.82647,17.590767
Josephmouth,South Georgia and the South Sandwich Islands,14.318789,420.3154,-0.19661932,16.157547,33.580025,17.832087
Brownstad,American Samoa,10.905672,377.14545,-0.22161725,19.07951,47.711113,27.193657
Gutierreztown,Equatorial Guinea,27.181356,441.21222,0.83041185,71.57167,97.34909,7.0256996
East Katherine,Nicaragua,20.26534,483.94254,0.4473488,3.3532534,7.5239587,11.173105
Scottmouth,Bouvet Island (Bouvetoya),16.996832,451.81888,-1.133872,29.963297,86.74586,43.747837
Leside,Gabon,19.047586,431.74652,-0.4745761,39.065113,0.4383939,41.954132
Stephanieland,United Arab Emirates,20.471632,344.77466,0.43474722,77.76902,70.60579,30.234604
Thomashaven,Nauru,9.019218,506.99942,0.17715187,11.679055,40.86802,15.620233
Port Paigeborough,Bosnia and Herzegovina,15.303428,394.37833,-0.4424038,28.168617,99.39304,15.038432
New Kathytown,Norway,19.785042,323.15628,1.1897097,40.920017,54.157818,25.211521
East Karen,Tuvalu,14.568888,382.49796,0.44352555,67.86079,45.883247,39.971664
Staffordton,Honduras,11.746134,467.52008,-0.003476981,55.133698,85.33236,37.165653
Marcmouth,Cook Islands,17.78339,397.9564,0.14113575,12.527053,31.02075,24.19371
Jarvisview,Hungary,18.301464,335.10086,-0.24209347,96.76848,88.87846,2.2192554
Jonesview,Malta,25.50171,469.88168,0.60977757,48.630676,66.8491,47.290676
Gomezside,Iran,13.676689,405.46808,-0.914986,29.141125,78.07046,37.6421
New Tracifort,Guernsey,12.910688,439.2186,1.2717531,86.01367,5.9288945,44.0014
Nicholsonland,Chile,14.324843,437.93607,0.6726415,36.94903,63.902637,44.972794
New Peterville,Cape Verde,11.478461,428.15186,2.2400637,62.99939,89.25458,49.574604
South Brandonmouth,Botswana,19.697294,471.7317,1.5012312,46.13129,9.654563,23.807892
New Justin,Lao People's Democratic Republic,2.4999475,290.6265,1.0945067,5.145654,49.87257,46.96918
Howardfurt,Marshall Islands,7.2459574,429.7895,1.2182801,40.458145,27.8947,44.584457
Williamsmouth,Solomon Islands,18.640627,338.3254,-1.419052,96.794556,68.341896,40.176594
Lynnborough,Gabon,17.564766,366.3225,0.33258402,14.271997,35.029877,48.06305
Johnsontown,Svalbard & Jan Mayen Islands,23.422438,419.91797,0.8648319,50.15549,17.471256,9.155203
Briantown,Norway,15.838197,391.06577,0.71272784,70.75948,28.421423,35.986797
Hamiltonstad,Haiti,17.671143,410.10397,1.4595238,7.0319443,74.668755,41.851128
Paulview,British Virgin Islands,17.42615,394.18964,-1.4546604,72.40592,17.107744,40.937458
Dannyview,Australia,15.203497,346.84012,0.7320715,52.75987,1.6839921,39.190594
West Davidberg,Comoros,20.261158,249.00595,-0.70287037,5.336166,84.94023,9.70907
Port Kimberlyborough,Sri Lanka,18.81949,418.51895,0.94604087,76.12788,42.578896,37.837513
Stewartburgh,Nepal,14.976462,440.89758,0.006773015,2.2686882,85.15264,42.92749
Davidville,Western Sahara,13.618956,389.47867,1.1838121,46.53971,48.087093,25.261517
Lake Heather,India,8.050407,352.50003,-1.0818924,85.42984,90.5731,33.954563
Veronicabury,Algeria,5.7106667,357.5059,-0.15795715,87.707344,4.2436614,3.0423388
South Nicoleberg,Taiwan,15.696658,401.41037,1.4532849,83.79612,5.693437,22.026327
West Alyssa,French Polynesia,17.062912,321.02148,-1.4848797,75.23706,5.2238274,44.57005
North Valerieport,Bouvet Island (Bouvetoya),16.595934,387.69867,-1.8428732,47.713306,99.5994,28.739761
Stephanieborough,Bolivia,12.629382,430.57886,0.4601163,27.00411,29.150597,9.356229
North Joseph,China,10.76677,421.87506,-0.71034676,65.7761,42.17036,28.834887
Lake Carla,Australia,16.525793,451.40677,0.29476973,88.43433,88.39334,49.037056
East Vincent,Honduras,4.3943305,438.34598,-0.70337975,22.351366,0.782006,45.470154
East Natalie,Liberia,20.749823,440.31534,1.2533845,62.504192,47.88288,38.56095
West Faith,Congo,25.779951,495.57306,-0.43888718,86.959785,28.579845,45.712982
North Jameshaven,Saint Lucia,12.290015,362.7744,-2.188178,92.07577,36.49334,18.865463
Danielport,Canada,13.312956,419.95926,-0.83588856,34.350456,73.85346,32.547626
East Jaimefort,Turkmenistan,7.0071588,374.1327,-0.2450918,35.370457,6.769569,38.3229
Ellisshire,Canada,4.0967174,440.5461,-0.15935938,59.89413,38.059303,6.121369
South Marvin,United Kingdom,18.107828,432.83023,-0.044553224,24.384455,24.491478,2.002041
East Eric,Mozambique,11.358375,414.1708,-0.4413371,28.233274,22.845957,28.252762
Sanfordland,Greenland,14.925704,395.11145,0.879343,4.452006,99.44595,17.72109
Jaredmouth,Solomon Islands,17.246984,414.7773,-0.4613548,95.850174,95.445465,11.019965
Lake William,Saudi Arabia,8.0984335,438.89297,0.6145576,34.410423,97.69715,3.693977
Grantview,Western Sahara,20.46358,409.66995,0.39660326,82.19251,57.166786,36.480515
Lake Gregory,Liberia,14.479699,354.4484,-0.50225073,17.381079,14.409192,17.059145
Port Matthewfort,Burkina Faso,9.19869,582.8997,-2.408251,24.835655,68.31752,10.496046
West Reginachester,Romania,9.643648,426.2688,0.41784444,25.05851,53.465214,35.577656
Samanthatown,Zambia,15.74427,328.84375,-0.81935155,85.861725,36.658047,26.187838
Lake Scott,Hungary,13.643859,437.26965,-0.20646359,6.3508353,41.54405,10.437162
Samueltown,Norway,15.317564,419.8263,-1.2411197,55.42373,60.11441,45.248642
Allenville,Tanzania,17.584585,474.49435,0.6003323,86.94746,52.6536,43.8191
Hamiltonburgh,Barbados,19.775578,368.86957,-0.86577696,7.9828587,23.30057,11.0197735
North Kenneth,Colombia,11.602866,397.14603,0.5494051,70.76365,74.03341,21.242626
West Scottborough,Nigeria,19.088848,396.07993,-0.969899,84.24294,70.618034,48.282097
Taylorberg,Finland,21.119839,416.1949,-0.48512948,40.317417,84.51649,37.75973
Robertville,Jordan,15.234051,344.9134,0.043030053,81.7576,18.657654,48.214046
Port Leahmouth,Iraq,7.743942,384.7845,-0.14813039,75.366264,4.2337484,43.818386
West Jennifer,Ghana,11.902685,436.27267,0.3864844,48.414658,85.82514,4.0960083
Hessville,Brunei Darussalam,10.498996,387.07736,1.2760516,16.723022,15.468919,5.471327
Myersmouth,Hungary,11.170668,412.63007,-2.0312192,68.55365,80.89126,7.015023
Cruzview,Netherlands Antilles,14.590093,350.1663,-1.9658704,26.785072,59.544376,18.234102
East Darleneside,Monaco,24.771492,444.85803,0.017675705,11.350246,58.091465,17.575537
Port Joshuamouth,Ireland,6.639446,488.1444,1.2495811,40.989307,96.84332,4.1247845
Richardsonchester,Georgia,16.88839,385.01282,-0.5857488,61.174908,61.70816,30.938185
South Shannon,Cayman Islands,15.33133,420.02164,-1.2533802,63.93687,82.078575,26.680355
West Bridgetborough,Marshall Islands,25.051977,453.4807,0.20650561,0.88941395,45.68795,30.264769
Maryberg,Taiwan,23.118628,432.80234,1.4441559,58.4722,12.238659,33.24778
Sharpfurt,Azerbaijan,12.751007,447.58246,-0.39358908,61.467163,23.978155,28.039913
Katiestad,Argentina,5.7423396,436.92334,1.1172873,23.215202,44.63359,48.175022
East Kaylee,Iceland,22.618254,382.9697,-1.4738704,8.468187,82.93706,41.79509
East Megan,United States Virgin Islands,10.287348,375.18182,1.7282726,66.15536,90.12129,32.521935
Martinezfort,Lesotho,7.932853,424.33902,0.62774765,34.30295,57.10023,26.59777
Rosechester,Vanuatu,18.184252,406.09042,-2.2425032,43.623234,47.225094,3.6297324
North Juan,Myanmar,13.923746,398.38104,-0.5392603,35.887882,73.79091,21.400328
Johnsonchester,Nicaragua,16.623083,351.28784,-0.11902194,14.928495,6.757932,28.413673
East Elizabeth,Mexico,13.9063225,413.0369,-0.32725188,1.6682519,43.559566,33.55514
Mooreville,Anguilla,11.443545,364.9726,-0.06225715,68.19513,62.732967,3.9361308
Port Deanshire,Bulgaria,21.716307,387.22043,-0.32972905,61.806362,32.455143,35.489048
Calderonport,Eritrea,14.822202,393.17938,0.37930083,83.126595,58.19904,5.7493825
Calvinland,United Arab Emirates,5.0875783,462.2182,0.73329145,63.868565,80.243034,49.742752
West Scottmouth,Bangladesh,19.7255,331.6052,-0.100345284,80.603134,79.27453,47.844467
New Sonyabury,Peru,27.634861,422.24112,-0.9582383,5.724069,38.18494,38.80268
North Janetberg,Kenya,16.531614,424.21133,1.1201798,4.5836773,24.926273,21.964066
Lake Leahburgh,Congo,30.554232,338.37317,-0.4646921,66.16378,5.8462925,46.6854
Michaelville,Saint Martin,17.30552,384.1217,-1.1178159,65.662445,18.534044,13.066733
North Cynthiaborough,Bouvet Island (Bouvetoya),17.973013,353.2657,0.6186409,0.14807768,12.171256,32.856483
Williamsland,South Georgia and the South Sandwich Islands,8.001638,417.6233,0.31997028,19.117737,26.429502,3.1494992
New Marcoborough,Holy See (Vatican City State),26.64378,304.51553,1.0286096,47.149693,40.983227,11.969165
North Pedro,New Caledonia,12.899675,342.86652,-0.5331394,4.805884,61.488956,40.88188
Lake Steve,Iran,22.810614,415.09436,0.09920398,41.97396,61.4429,26.212244
East Aimee,Peru,24.207466,420.5611,-0.5882101,10.597308,50.48628,28.772612
Duranfort,Singapore,17.708567,370.27753,0.52240264,13.646149,76.57892,2.530786
West Lorraineland,Jersey,14.968195,300.38385,-0.1754243,71.82712,81.46329,46.459118
Butlerstad,Christmas Island,19.508587,400.98312,0.9580688,88.039474,53.602974,25.626331
Robertsonburgh,Cayman Islands,9.637894,387.41376,-0.026033923,49.28326,16.50219,10.320953
Harrisside,China,12.497703,432.2574,0.36939913,52.79936,29.319555,25.030888
New Savannahmouth,Libyan Arab Jamahiriya,8.576926,415.25952,-0.2112655,16.952866,67.41761,22.65867
Kellyside,Liberia,21.362509,354.0097,0.12209938,44.35445,89.525764,22.50072
East Catherinestad,Philippines,18.238094,356.87817,-0.8138019,12.1749,40.416206,23.819696
North Phillip,Ireland,16.404707,463.83942,0.45096144,95.12367,78.74248,9.738428
Ashleychester,Algeria,13.723152,428.5817,0.61861396,22.862543,49.31837,32.702114
Lake Lisaside,Germany,8.685953,363.5952,-0.88185793,49.68498,12.260538,40.77607
Smithhaven,Guernsey,6.181882,432.5493,-0.757048,69.15498,24.89236,3.9174752
Davenportfort,Sierra Leone,21.138071,374.83768,0.060569104,92.86562,70.81558,10.824713
Johnathanfort,Romania,10.871788,415.36786,-0.010985522,11.250953,48.54807,36.20522
West Donnafort,Honduras,19.937714,370.57214,-2.6943524,22.523298,33.229015,10.3007965
Hardyview,Georgia,17.488043,391.318,-1.1405647,92.36403,36.86398,44.762203
Edwardmouth,Norfolk Island,18.299143,422.22784,0.6284919,43.982666,60.64366,42.754116
Port Marie,Bosnia and Herzegovina,12.395315,377.85214,0.50797313,80.750046,89.05461,10.507371
Whitemouth,Guernsey,13.916092,365.29312,-1.1558232,16.255342,83.91323,18.512926
North Timothyfort,Uganda,23.030333,350.85434,1.4090557,10.0796795,39.56195,35.263683
Port Colleen,Montserrat,7.2628875,386.36505,1.2980012,48.38713,5.297399,21.031282
Gonzalesfurt,Uruguay,13.789003,329.62216,-0.4652422,75.26378,53.892014,36.49319
Heatherside,Malawi,5.700572,424.21252,0.051666915,42.619087,30.81363,46.30827
Gateston,Puerto Rico,14.466174,478.40573,-0.45571652,36.74115,46.21133,22.755165
Royview,Sweden,18.889982,460.52908,0.9332994,91.58174,62.64023,7.338403
Mccoytown,Iceland,15.417084,387.46423,0.7369716,47.77781,73.80744,47.279575
Port Rhonda,Kenya,15.8083105,365.42426,-1.9695789,43.85696,27.085018,45.443665
West Reneeport,Nauru,11.330111,348.5082,1.4810035,59.610615,99.809784,14.948059
Port Dustinport,Portugal,14.228613,361.67764,-2.1318114,46.78541,26.01516,8.993435
West Richard,Suriname,11.928475,334.57117,0.7054885,55.71836,41.455864,11.95694
Lake Nicholasshire,Japan,15.944264,329.85925,1.1968158,14.773069,12.815146,37.575657
Lake Karen,Marshall Islands,10.486103,473.37128,-2.5079956,7.225061,2.289404,6.5227284
Watsonshire,Sao Tome and Principe,11.853176,416.83145,-0.11597667,93.38324,47.56481,0.4308851
New Phillip,Uzbekistan,21.426825,438.92258,-1.5320665,19.31991,36.764286,35.083046
South Lindseymouth,Macao,9.4692,312.2426,1.6615884,54.77421,28.099556,36.75516
Reyesshire,Chile,6.012381,438.6715,-1.3486699,20.5259,36.47153,48.376934
Ericatown,Central African Republic,14.521253,377.52127,0.832811,70.350655,37.24592,2.5180814
East Jeremiah,Vietnam,12.706099,474.72308,-0.61894894,73.78406,80.90686,19.565884
New Kellyfort,Argentina,13.081111,384.94836,-1.0574982,11.184194,49.370422,0.36653602
Johnnyside,Kenya,28.001379,389.79358,0.12102095,64.015656,86.950195,1.5582436
Richardbury,Niger,17.094614,352.91797,0.27630776,54.425358,87.59725,3.6261642
North Leah,New Zealand,6.6106753,380.97235,-0.2676392,29.412304,63.933563,34.210117
New Joseph,Nepal,13.4644,360.94772,0.24761756,98.25057,15.623202,4.9033093
New Jeffrey,Japan,16.572954,425.60724,0.16507272,39.931404,60.106796,2.5151877
